"health","level","moves","r0c0","r0c1","r0c2","r0c3","r0c4","r0c5","r0c6","r1c0","r1c1","r1c2","r1c3","r1c4","r1c5","r1c6","r2c0","r2c1","r2c2","r2c3","r2c4","r2c5","r2c6","r3c0","r3c1","r3c2","r3c3","r3c4","r3c5","r3c6","r4c0","r4c1","r4c2","r4c3","r4c4","r4c5","r4c6","r5c0","r5c1","r5c2","r5c3","r5c4","r5c5","r5c6","r6c0","r6c1","r6c2","r6c3","r6c4","r6c5","r6c6","s0d0","s0d1","s0d2","s0d3","s0d4","s0d5","s0d6","s1d0","s1d1","s1d2","s1d3","s1d4","s1d5","s1d6","s2d0","s2d1","s2d2","s2d3","s2d4","s2d5","s2d6","s3d0","s3d1","s3d2","s3d3","s3d4","s3d5","s3d6","s4d0","s4d1","s4d2","s4d3","s4d4","s4d5","s4d6","s5d0","s5d1","s5d2","s5d3","s5d4","s5d5","s5d6","s6d0","s6d1","s6d2","s6d3","s6d4","s6d5","s6d6"
1,161,14,"start","marsh","ice","grass","","","","marsh","ice","grass","ice","","","","ice","grass","ice","marsh","","","","grass","ice","marsh","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","","","","","heart","gem","","","","","","gem","","","","","","gem","","enemy","","","","","","","","","","","","","","","","","","","","","","","","",""
1,162,12,"start","marsh","ice","ice","","","","marsh","marsh","ice","ice","","","","ice","ice","marsh","marsh","","","","ice","ice","marsh","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","gem","hammer","warp","","","","gem","","","sword","","","","enemy","","","gem","","","","warp","boulder","gem","","","","","","","","","","","","","","","","","","","","","","","","",""
2,163,10,"start","ice","ice","grass","","","","ice","ice","grass","marsh","","","","ice","grass","marsh","marsh","","","","grass","marsh","marsh","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","heart","","enemy","","","","","","gem","","","","","gem","sword","","enemy","","","","enemy","","enemy","","","","","","","","","","","","","","","","","","","","","","","","",""
1,164,18,"start","ice","ice","ice","","","","ice","ice","ice","ice","","","","marsh","marsh","marsh","marsh","","","","endClosed","marsh","marsh","marsh","","","","","","","","","","","","","","","","","","","","","","","","","","enemy","gem","warp","","","","gem","gem","gem","gem","","","","heart","gem","gem","gem","","","","","sword","enemy","warp","","","","","","","","","","","","","","","","","","","","","","","",""
1,165,13,"start","marsh","marsh","grass","","","","grass","marsh","marsh","grass","","","","grass","ice","ice","grass","","","","grass","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","","","","heart","enemy","","hammer","","","","","","","boulder","","","","heart","gem","enemy","","","","","","","","","","","","","","","","","","","","","","","","",""
1,166,7,"start","ice","ice","grass","","","","ice","ice","ice","grass","","","","ice","ice","ice","grass","","","","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","heart","enemy","boulder","","","","heart","hammer","gem","enemy","","","","heart","enemy","gem","boulder","","","","boulder","boulder","boulder","","","","","","","","","","","","","","","","","","","","","","","","",""
1,167,9,"start","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","heart","heart","enemy","","","","heart","gem","gem","gem","","","","heart","gem","enemy","gem","","","","enemy","heart","gem","","","","","","","","","","","","","","","","","","","","","","","","",""
1,168,7,"start","ice","ice","ice","","","","ice","ice","grass","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","gem","heart","warp","","","","boulder","","sword","","","","","warp","gem","gem","enemy","","","","gem","enemy","","","","","","","","","","","","","","","","","","","","","","","","","",""
1,169,8,"start","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","heart","warp","gem","","","","warp","","","","","","","","","","boulder","","","","enemy","gem","gem","","","","","","","","","","","","","","","","","","","","","","","","",""
1,170,6,"start","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","gem","heart","enemy","","","","enemy","sword","heart","enemy","","","","enemy","hammer","gem","enemy","","","","enemy","enemy","boulder","","","","","","","","","","","","","","","","","","","","","","","","",""
1,171,11,"start","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","heart","heart","enemy","","","","","","heart","","","","","enemy","heart","heart","","","","","gem","heart","enemy","","","","","","","","","","","","","","","","","","","","","","","","",""
1,172,16,"start","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","marsh","","","","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","","hammer","","","","gem","","","","","","","enemy","gem","","heart","","","","heart","gem","boulder","","","","","","","","","","","","","","","","","","","","","","","","",""
1,173,12,"start","ice","ice","grass","","","","ice","ice","grass","ice","","","","grass","ice","ice","grass","","","","grass","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","","warp","","","","boulder","gem","","gem","","","","sword","boulder","hammer","enemy","","","","warp","boulder","","","","","","","","","","","","","","","","","","","","","","","","","",""
1,174,14,"start","grass","grass","endClosed","","","","grass","ice","grass","grass","","","","grass","ice","grass","grass","","","","grass","grass","grass","grass","","","","","","","","","","","","","","","","","","","","","","","","","","heart","boulder","","","","","gem","","","warp","","","","boulder","gem","boulder","warp","","","","gem","enemy","","sword","","","","","","","","","","","","","","","","","","","","","","","",""
1,175,11,"start","ice","grass","ice","","","","ice","grass","ice","grass","","","","grass","ice","endClosed","ice","","","","ice","grass","ice","grass","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","warp","","","","","gem","enemy","gem","","","","gem","enemy","","","","","","warp","gem","","sword","","","","","","","","","","","","","","","","","","","","","","","",""
1,176,9,"start","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","ice","","","","marsh","marsh","marsh","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","hammer","warp","","","","gem","heart","","enemy","","","","boulder","boulder","boulder","boulder","","","","warp","gem","","","","","","","","","","","","","","","","","","","","","","","","","",""
1,177,13,"start","marsh","ice","ice","","","","marsh","grass","grass","ice","","","","ice","grass","grass","grass","","","","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","","","","","heart","boulder","hammer","gem","","","","gem","boulder","boulder","enemy","","","","","sword","enemy","","","","","","","","","","","","","","","","","","","","","","","","",""
1,178,9,"start","marsh","marsh","marsh","","","","ice","grass","grass","grass","","","","ice","ice","ice","grass","","","","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","","sword","","","","","boulder","boulder","gem","","","","gem","","heart","enemy","","","","boulder","","hammer","","","","","","","","","","","","","","","","","","","","","","","","",""
1,179,16,"start","grass","grass","grass","","","","grass","grass","grass","grass","","","","grass","grass","grass","grass","","","","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","warp","gem","boulder","","","","enemy","gem","boulder","heart","","","","gem","boulder","gem","sword","","","","boulder","gem","warp","","","","","","","","","","","","","","","","","","","","","","","","",""
1,180,9,"start","endClosed","grass","grass","","","","ice","grass","grass","grass","","","","ice","ice","ice","grass","","","","ice","ice","ice","ice","","","","","","","","","","","","","","","","","","","","","","","","","","","boulder","hammer","","","","","enemy","sword","gem","","","","heart","gem","enemy","","","","","boulder","sword","gem","enemy","","","","","","","","","","","","","","","","","","","","","","","",""
1,181,13,"start","ice","ice","marsh","","","","ice","grass","grass","grass","","","","ice","grass","grass","grass","","","","marsh","grass","grass","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","heart","heart","enemy","","","","","gem","boulder","gem","","","","","warp","gem","enemy","","","","enemy","sword","warp","","","","","","","","","","","","","","","","","","","","","","","","",""
1,182,14,"start","grass","grass","grass","","","","ice","grass","grass","grass","","","","ice","grass","grass","grass","","","","ice","grass","grass","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","hammer","boulder","heart","","","","","warp","warp","gem","","","","gem","boulder","boulder","enemy","","","","enemy","enemy","","","","","","","","","","","","","","","","","","","","","","","","","",""
1,183,13,"grass","grass","grass","endClosed","","","","grass","start","marsh","marsh","","","","grass","grass","grass","grass","","","","ice","ice","ice","ice","","","","","","","","","","","","","","","","","","","","","","","","","","heart","","","","","","hammer","","","sword","","","","boulder","warp","boulder","boulder","","","","gem","enemy","gem","warp","","","","","","","","","","","","","","","","","","","","","","","",""
1,184,16,"grass","grass","grass","grass","","","","grass","start","grass","grass","","","","grass","grass","endClosed","grass","","","","grass","grass","grass","grass","","","","","","","","","","","","","","","","","","","","","","","","","sword","boulder","enemy","gem","","","","","","warp","enemy","","","","boulder","warp","","boulder","","","","sword","","enemy","gem","","","","","","","","","","","","","","","","","","","","","","","",""
1,185,18,"start","grass","grass","grass","","","","grass","grass","grass","marsh","","","","grass","grass","grass","grass","","","","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","gem","gem","warp","","","","warp","boulder","boulder","","","","","enemy","hammer","boulder","sword","","","","gem","enemy","boulder","","","","","","","","","","","","","","","","","","","","","","","","",""
1,186,14,"start","grass","grass","grass","","","","grass","grass","grass","grass","","","","grass","endClosed","grass","grass","","","","grass","grass","grass","grass","","","","","","","","","","","","","","","","","","","","","","","","","","gem","boulder","","","","","warp","boulder","hammer","warp","","","","","","boulder","boulder","","","","gem","boulder","","gem","","","","","","","","","","","","","","","","","","","","","","","",""
1,187,13,"start","ice","ice","marsh","","","","grass","grass","grass","ice","","","","grass","grass","grass","ice","","","","grass","grass","endClosed","ice","","","","","","","","","","","","","","","","","","","","","","","","","","heart","gem","","","","","hammer","boulder","boulder","gem","","","","boulder","","boulder","enemy","","","","gem","sword","","gem","","","","","","","","","","","","","","","","","","","","","","","",""
1,188,7,"start","ice","ice","ice","","","","ice","marsh","grass","marsh","","","","ice","marsh","endClosed","marsh","","","","ice","grass","ice","ice","","","","","","","","","","","","","","","","","","","","","","","","","","gem","heart","enemy","","","","sword","","warp","","","","","gem","","","","","","","enemy","warp","gem","enemy","","","","","","","","","","","","","","","","","","","","","","","",""
1,189,12,"start","grass","ice","grass","","","","grass","marsh","grass","ice","","","","grass","grass","marsh","marsh","","","","endClosed","grass","marsh","grass","","","","","","","","","","","","","","","","","","","","","","","","","","","hammer","enemy","","","","heart","","boulder","gem","","","","boulder","hammer","","","","","","","boulder","","sword","","","","","","","","","","","","","","","","","","","","","","","",""
1,190,13,"start","ice","ice","ice","","","","ice","grass","grass","ice","","","","ice","grass","grass","ice","","","","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","","","","","hammer","gem","warp","gem","","","","","warp","gem","enemy","","","","","heart","boulder","","","","","","","","","","","","","","","","","","","","","","","","",""
1,191,11,"start","grass","grass","marsh","","","","grass","ice","ice","marsh","","","","grass","ice","ice","marsh","","","","marsh","marsh","marsh","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","sword","sword","","","","","gem","gem","enemy","","","","heart","gem","gem","enemy","","","","heart","enemy","enemy","","","","","","","","","","","","","","","","","","","","","","","","",""
1,192,6,"start","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","enemy","","","","","gem","sword","heart","gem","","","","heart","gem","heart","enemy","","","","enemy","","enemy","","","","","","","","","","","","","","","","","","","","","","","","",""
1,193,12,"start","ice","ice","ice","","","","ice","ice","marsh","ice","","","","ice","ice","endClosed","ice","","","","ice","marsh","ice","ice","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","","","","","gem","gem","enemy","gem","","","","sword","","","","","","","","enemy","","heart","","","","","","","","","","","","","","","","","","","","","","","",""
1,194,9,"start","ice","ice","ice","","","","ice","endClosed","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","ice","","","","","","","","","","","","","","","","","","","","","","","","","","gem","","boulder","","","","hammer","","","hammer","","","","boulder","","","","","","","gem","","boulder","gem","","","","","","","","","","","","","","","","","","","","","","","",""
1,195,11,"start","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","","","","","gem","enemy","warp","heart","","","","","boulder","gem","","","","","enemy","warp","","","","","","","","","","","","","","","","","","","","","","","","","",""
1,196,12,"marsh","ice","ice","marsh","","","","ice","start","ice","ice","","","","ice","ice","endClosed","ice","","","","marsh","ice","ice","marsh","","","","","","","","","","","","","","","","","","","","","","","","","gem","","","gem","","","","","","sword","warp","","","","warp","enemy","","","","","","gem","","","gem","","","","","","","","","","","","","","","","","","","","","","","",""
1,197,11,"start","ice","endClosed","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","ice","ice","","","","","","","","","","","","","","","","","","","","","","","","","","boulder","","enemy","","","","","gem","warp","gem","","","","","gem","warp","gem","","","","","heart","","gem","","","","","","","","","","","","","","","","","","","","","","","",""
1,198,13,"start","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","ice","endClosed","ice","","","","ice","ice","ice","ice","","","","","","","","","","","","","","","","","","","","","","","","","","warp","","","","","","","boulder","gem","gem","","","","enemy","gem","","enemy","","","","heart","","warp","heart","","","","","","","","","","","","","","","","","","","","","","","",""
1,199,10,"start","ice","ice","ice","","","","ice","ice","ice","ice","","","","ice","endClosed","ice","ice","","","","ice","ice","ice","ice","","","","","","","","","","","","","","","","","","","","","","","","","","","warp","gem","","","","warp","gem","","","","","","boulder","","","gem","","","","heart","boulder","enemy","hammer","","","","","","","","","","","","","","","","","","","","","","","",""
1,200,13,"start","ice","ice","marsh","","","","ice","ice","endClosed","ice","","","","ice","marsh","ice","ice","","","","ice","ice","ice","marsh","","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","","","","gem","","","","","","","enemy","gem","heart","","","","","enemy","heart","","gem","","","","","","","","","","","","","","","","","","","","","","","",""
1,201,14,"start","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","gem","gem","boulder","boulder","","","boulder","boulder","gem","boulder","boulder","","","gem","gem","gem","boulder","boulder","","","gem","boulder","boulder","gem","gem","","","gem","gem","gem","gem","","","","","","","","","","","","","","","","",""
1,202,19,"start","grass","marsh","marsh","marsh","","","marsh","grass","marsh","grass","marsh","","","marsh","grass","endClosed","grass","ice","","","marsh","grass","grass","grass","marsh","","","marsh","marsh","marsh","marsh","marsh","","","","","","","","","","","","","","","","","","boulder","","","","","","hammer","boulder","","boulder","gem","","","hammer","boulder","","boulder","","","","","boulder","boulder","boulder","gem","","","","","","","","","","","","","","","","","","","","","","",""
2,203,14,"start","ice","marsh","ice","marsh","","","ice","ice","ice","ice","ice","","","marsh","ice","marsh","ice","marsh","","","ice","ice","ice","ice","ice","","","marsh","ice","marsh","ice","endClosed","","","","","","","","","","","","","","","","","","gem","enemy","","enemy","","","warp","gem","sword","gem","","","","enemy","gem","enemy","gem","enemy","","","","gem","sword","gem","warp","","","enemy","gem","enemy","","","","","","","","","","","","","","","","","",""
2,204,23,"start","grass","marsh","marsh","marsh","","","grass","grass","marsh","marsh","marsh","","","ice","ice","grass","marsh","marsh","","","ice","ice","ice","grass","grass","","","ice","ice","ice","grass","endClosed","","","","","","","","","","","","","","","","","","boulder","gem","","","","","","boulder","","sword","","","","warp","","enemy","","warp","","","","hammer","","boulder","boulder","","","","","gem","boulder","","","","","","","","","","","","","","","","",""
1,205,24,"start","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","warp","","boulder","","","","","","boulder","gem","boulder","","","","boulder","gem","boulder","","","","boulder","gem","boulder","","hammer","","","hammer","boulder","","warp","","","","","","","","","","","","","","","","",""
2,206,23,"start","grass","marsh","grass","grass","","","grass","marsh","grass","grass","grass","","","grass","marsh","grass","grass","grass","","","grass","marsh","grass","grass","grass","","","endClosed","grass","marsh","grass","grass","","","","","","","","","","","","","","","","","","hammer","","boulder","gem","","","","","boulder","gem","gem","","","","","boulder","gem","","","","enemy","","boulder","","","","","","","","boulder","sword","","","","","","","","","","","","","","","",""
1,207,18,"start","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","","","gem","hammer","","","","","gem","boulder","boulder","","","","gem","warp","boulder","boulder","","","gem","boulder","boulder","gem","gem","","","warp","boulder","boulder","gem","","","","","","","","","","","","","","","","",""
2,208,11,"start","grass","ice","ice","grass","","","grass","ice","ice","ice","grass","","","grass","ice","ice","ice","grass","","","grass","ice","ice","ice","grass","","","grass","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","boulder","","","sword","hammer","gem","enemy","boulder","","","boulder","","","boulder","boulder","","","boulder","","gem","","boulder","","","boulder","","","enemy","","","","","","","","","","","","","","","","",""
1,209,16,"start","ice","ice","ice","endClosed","","","ice","marsh","marsh","marsh","ice","","","ice","marsh","ice","marsh","ice","","","ice","marsh","marsh","marsh","ice","","","ice","ice","ice","ice","ice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gem","","gem","","","","","hammer","","","gem","","","","boulder","","","","","","","","","","","","","","","","","","","",""
1,210,21,"start","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","endClosed","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","","","","","","","","","","","","","","","","","","gem","boulder","","","enemy","enemy","","boulder","gem","","","","enemy","gem","boulder","warp","","","enemy","enemy","","","boulder","","","hammer","warp","gem","boulder","sword","","","","","","","","","","","","","","","",""
1,211,28,"start","endClosed","marsh","grass","marsh","","","grass","marsh","grass","marsh","grass","","","marsh","grass","marsh","grass","marsh","","","grass","marsh","grass","marsh","grass","","","marsh","grass","marsh","grass","marsh","","","","","","","","","","","","","","","","","","","","","gem","","","gem","","gem","","gem","","","","","","gem","","","","gem","gem","","gem","gem","","","","gem","","gem","","","","","","","","","","","","","","","","",""
1,212,24,"start","marsh","endClosed","grass","marsh","","","marsh","marsh","grass","grass","marsh","","","grass","grass","marsh","marsh","grass","","","grass","grass","marsh","grass","grass","","","marsh","marsh","grass","grass","grass","","","","","","","","","","","","","","","","","","","","hammer","","","","","gem","","","","","","","","","","","","","gem","","","","boulder","","","","","","boulder","gem","","","","","","","","","","","","","","","",""
1,213,19,"start","marsh","grass","marsh","endClosed","","","ice","grass","ice","grass","ice","","","grass","marsh","grass","marsh","grass","","","ice","grass","ice","grass","ice","","","grass","marsh","grass","marsh","grass","","","","","","","","","","","","","","","","","","","gem","","","","","","gem","","gem","","","","gem","","gem","","gem","","","","gem","","gem","","","","gem","","gem","","gem","","","","","","","","","","","","","","","",""
1,214,21,"start","endClosed","grass","grass","grass","","","grass","grass","marsh","marsh","grass","","","grass","marsh","marsh","grass","grass","","","grass","marsh","marsh","grass","grass","","","grass","grass","grass","grass","grass","","","","","","","","","","","","","","","","","","","","","","","","warp","boulder","","","","","","warp","","","hammer","boulder","","","boulder","hammer","","boulder","gem","","","gem","boulder","boulder","gem","gem","","","","","","","","","","","","","","","",""
1,215,19,"grass","ice","start","ice","grass","","","marsh","ice","ice","ice","marsh","","","marsh","marsh","ice","marsh","marsh","","","marsh","ice","ice","ice","marsh","","","grass","ice","endClosed","ice","grass","","","","","","","","","","","","","","","","","boulder","","","","boulder","","","","","gem","","","","","","gem","enemy","gem","","","","","","gem","","","","","sword","boulder","","boulder","hammer","","","","","","","","","","","","","","","",""
1,216,20,"start","ice","grass","ice","endClosed","","","grass","marsh","grass","marsh","grass","","","grass","marsh","grass","marsh","grass","","","grass","marsh","marsh","marsh","grass","","","grass","grass","grass","grass","grass","","","","","","","","","","","","","","","","","","","boulder","","","","","gem","","gem","","gem","","","sword","","gem","","sword","","","enemy","enemy","hammer","enemy","enemy","","","gem","","enemy","","gem","","","","","","","","","","","","","","","",""
1,217,19,"start","grass","grass","grass","grass","","","marsh","marsh","marsh","marsh","grass","","","endClosed","ice","ice","ice","grass","","","marsh","marsh","marsh","marsh","grass","","","grass","grass","grass","grass","grass","","","","","","","","","","","","","","","","","","sword","","","gem","","","boulder","","","","","","","","enemy","enemy","enemy","sword","","","boulder","","","","","","","gem","sword","","","gem","","","","","","","","","","","","","","","",""
1,218,12,"start","grass","endClosed","grass","grass","","","ice","grass","ice","ice","grass","","","ice","grass","grass","ice","grass","","","ice","grass","grass","ice","grass","","","ice","ice","ice","ice","grass","","","","","","","","","","","","","","","","","","boulder","","boulder","boulder","","","","hammer","","","boulder","","","","enemy","sword","","boulder","","","","gem","enemy","","boulder","","","","","","","boulder","","","","","","","","","","","","","","","",""
1,219,25,"marsh","grass","start","grass","marsh","","","grass","marsh","grass","marsh","grass","","","grass","grass","marsh","grass","grass","","","grass","marsh","grass","marsh","grass","","","marsh","grass","endClosed","grass","marsh","","","","","","","","","","","","","","","","","gem","","","","gem","","","","","warp","","","","","","","gem","","","","","","","warp","","","","","gem","","","","gem","","","","","","","","","","","","","","","",""
1,220,11,"grass","grass","ice","grass","grass","","","grass","ice","ice","ice","grass","","","ice","ice","endClosed","ice","ice","","","grass","ice","ice","ice","grass","","","start","grass","ice","grass","grass","","","","","","","","","","","","","","","","","heart","","gem","","sword","","","","enemy","","enemy","","","","gem","","","","gem","","","","enemy","","enemy","","","","","","gem","","heart","","","","","","","","","","","","","","","",""
1,221,9,"start","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","warp","gem","gem","gem","","","","","","","","","","","enemy","enemy","enemy","","","","","","","","","","","gem","gem","gem","warp","","","","","","","","","","","","","","","","",""
1,222,16,"start","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","gem","gem","gem","","","","","","","boulder","boulder","","","boulder","","","","gem","","","gem","","boulder","boulder","","","","","","","","","","","","","","","","",""
1,223,10,"start","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","gem","boulder","sword","","","","boulder","","","","","","","gem","","","gem","","","gem","","hammer","","enemy","","","boulder","","","boulder","","","","","","","","","","","","","","","","",""
1,224,12,"start","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","hammer","gem","","sword","","","","boulder","","","","","","","","","","","boulder","","","gem","","gem","enemy","","","","","","","","","","","","","","","","",""
1,225,9,"start","ice","ice","ice","ice","","","ice","grass","ice","grass","ice","","","ice","ice","ice","ice","ice","","","grass","ice","ice","grass","ice","","","ice","grass","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","gem","","gem","","","","","","","","","","","gem","","","gem","enemy","","","","gem","sword","boulder","","","","","","","","","","","","","","","","",""
1,226,11,"start","ice","ice","grass","ice","","","ice","ice","grass","ice","ice","","","ice","grass","ice","grass","ice","","","grass","ice","grass","ice","ice","","","ice","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","gem","boulder","","","","","gem","","hammer","","","","gem","","gem","boulder","","","gem","","gem","boulder","enemy","","","boulder","sword","boulder","enemy","","","","","","","","","","","","","","","","",""
1,227,7,"start","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","warp","sword","gem","","","","","","","","gem","","","","","gem","","warp","","","","enemy","","gem","","","","","","","","","","","","","","","","",""
1,228,16,"start","endClosed","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","","","","","","","","","","","","","","","","","","boulder","gem","","","","boulder","","","","","","","","","","boulder","","","","","gem","warp","","","","warp","gem","boulder","","gem","","","","","","","","","","","","","","","",""
1,229,13,"start","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","","warp","gem","gem","","","","","gem","enemy","gem","boulder","","","","gem","gem","warp","","","","","","boulder","","","","","","","","","","","","","","","","","",""
1,230,10,"start","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","endClosed","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","","","","","","","","","","","","","","","","heart","","","","","","heart","boulder","","","","","","","","","boulder","hammer","","","","","sword","","enemy","","","","","enemy","","gem","","","","","","","","","","","","","","","",""
1,231,12,"start","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","endClosed","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","","","","","","","","","","","","","","","","","","","boulder","","","","","boulder","","","","","","","hammer","","enemy","","","","","hammer","boulder","boulder","","","boulder","gem","gem","hammer","gem","","","","","","","","","","","","","","","",""
1,232,12,"start","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","endClosed","ice","ice","","","ice","ice","ice","ice","ice","","","","","","","","","","","","","","","","","","","","","","","","","","boulder","","","","","boulder","gem","gem","boulder","gem","","","hammer","","","","","","","gem","boulder","","","","","","","","","","","","","","","","","","",""
1,233,16,"start","ice","ice","ice","ice","","","ice","ice","grass","endClosed","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","grass","ice","ice","","","","","","","","","","","","","","","","","","","","","","","","hammer","gem","boulder","","","","","","boulder","","gem","","","","gem","","gem","boulder","","","","boulder","","","","","","","","","","","","","","","","","","","",""
1,234,11,"start","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","","","","","","boulder","hammer","gem","warp","","","","","gem","","boulder","","","","","gem","warp","","","","","","","","","","","","","","","","","","","","","","","","",""
1,235,10,"start","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","endClosed","ice","marsh","","","ice","ice","ice","ice","ice","","","ice","grass","grass","ice","ice","","","","","","","","","","","","","","","","","","","","","","","","","","gem","","","","","","gem","","gem","","","","","","gem","","","","","","","","","","","","","","","","","","","","","","","","",""
1,236,13,"start","grass","ice","grass","grass","","","grass","marsh","ice","ice","grass","","","ice","ice","endClosed","ice","ice","","","grass","ice","ice","ice","grass","","","grass","grass","ice","grass","grass","","","","","","","","","","","","","","","","","","gem","","gem","","","","gem","","","","gem","","","","","","","","","","gem","boulder","","","gem","","","","gem","","gem","","","","","","","","","","","","","","","","",""
