hash,level,moves,health,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,s0d0,s0d1,s0d2,s0d3,s0d4,s0d5,s1d0,s1d1,s1d2,s1d3,s1d4,s1d5,s2d0,s2d1,s2d2,s2d3,s2d4,s2d5,s3d0,s3d1,s3d2,s3d3,s3d4,s3d5,s4d0,s4d1,s4d2,s4d3,s4d4,s4d5,s5d0,s5d1,s5d2,s5d3,s5d4,s5d5
105,105,23,2,start,grass,marsh,grass,grass,,grass,marsh,grass,grass,grass,,grass,marsh,grass,grass,grass,,grass,marsh,grass,grass,grass,,endClosed,grass,marsh,grass,grass,,,,,,,,,hammer,,boulder,gem,,,,boulder,gem,gem,,,,boulder,gem,,,enemy,,boulder,,,,,,,boulder,sword,,,,,,,
106,106,18,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,endClosed,,,,,,,,,,,gem,hammer,,,,gem,boulder,boulder,,,gem,warp,boulder,boulder,,gem,boulder,boulder,gem,gem,,warp,boulder,boulder,gem,,,,,,,,
107,107,11,2,start,grass,ice,ice,grass,,grass,ice,ice,ice,grass,,grass,ice,ice,ice,grass,,grass,ice,ice,ice,grass,,grass,ice,ice,ice,endClosed,,,,,,,,,,,,boulder,,sword,hammer,gem,enemy,boulder,,boulder,,,boulder,boulder,,boulder,,gem,,boulder,,boulder,,,enemy,,,,,,,,
108,108,16,1,start,ice,ice,ice,endClosed,,ice,marsh,marsh,marsh,ice,,ice,marsh,ice,marsh,ice,,ice,marsh,marsh,marsh,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,,,gem,,gem,,,,hammer,,,gem,,,boulder,,,,,,,,,,,
109,109,21,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,endClosed,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,,,,,,,,,,gem,boulder,,enemy,enemy,,boulder,gem,,,enemy,gem,boulder,warp,,enemy,enemy,,,boulder,,hammer,warp,gem,boulder,sword,,,,,,,
110,110,28,1,start,endClosed,marsh,grass,marsh,,grass,marsh,grass,marsh,grass,,marsh,grass,marsh,grass,marsh,,grass,marsh,grass,marsh,grass,,marsh,grass,marsh,grass,marsh,,,,,,,,,,,,gem,,gem,,gem,,gem,,,,,gem,,,gem,gem,,gem,gem,,,gem,,gem,,,,,,,,
111,111,24,1,start,marsh,endClosed,grass,marsh,,marsh,marsh,grass,grass,marsh,,grass,grass,marsh,marsh,grass,,grass,grass,marsh,grass,grass,,marsh,marsh,grass,grass,grass,,,,,,,,,,,hammer,,,,gem,,,,,,,,,,,gem,,,,boulder,,,,,boulder,gem,,,,,,,
112,112,22,1,start,marsh,grass,marsh,endClosed,,ice,grass,ice,grass,ice,,grass,marsh,grass,marsh,grass,,ice,grass,ice,grass,ice,,grass,marsh,grass,marsh,grass,,,,,,,,,,gem,,,,,gem,,gem,,,gem,,gem,,gem,,,gem,,gem,,,gem,,gem,,gem,,,,,,,
113,113,21,1,start,endClosed,grass,grass,grass,,grass,grass,marsh,marsh,grass,,grass,marsh,marsh,grass,grass,,grass,marsh,marsh,grass,grass,,grass,grass,grass,grass,grass,,,,,,,,,,,,,,warp,boulder,,,,,warp,,,hammer,boulder,,boulder,hammer,,boulder,gem,,gem,boulder,boulder,gem,gem,,,,,,,
114,114,19,1,grass,ice,start,ice,grass,,marsh,ice,ice,ice,marsh,,marsh,marsh,ice,marsh,marsh,,marsh,ice,ice,ice,marsh,,grass,ice,endClosed,ice,grass,,,,,,,,boulder,,,,boulder,,,,gem,,,,,gem,enemy,gem,,,,,gem,,,,sword,boulder,,boulder,hammer,,,,,,,
115,115,20,1,start,ice,grass,ice,endClosed,,grass,marsh,grass,marsh,grass,,grass,marsh,grass,marsh,grass,,grass,marsh,marsh,marsh,grass,,grass,grass,grass,grass,grass,,,,,,,,,,boulder,,,,gem,,gem,,gem,,sword,,gem,,sword,,enemy,enemy,hammer,enemy,enemy,,gem,,enemy,,gem,,,,,,,
116,116,19,1,start,grass,grass,grass,grass,,marsh,marsh,marsh,marsh,grass,,endClosed,ice,ice,ice,grass,,marsh,marsh,marsh,marsh,grass,,grass,grass,grass,grass,grass,,,,,,,,,sword,,,gem,,boulder,,,,,,,enemy,enemy,enemy,sword,,boulder,,,,,,gem,sword,,,gem,,,,,,,
117,117,12,1,start,grass,endClosed,grass,grass,,ice,grass,ice,ice,grass,,ice,grass,grass,ice,grass,,ice,grass,grass,ice,grass,,ice,ice,ice,ice,grass,,,,,,,,,boulder,,boulder,boulder,,,hammer,,,boulder,,,enemy,sword,,boulder,,,gem,enemy,,boulder,,,,,,boulder,,,,,,,
118,118,25,1,marsh,grass,start,grass,marsh,,grass,marsh,grass,marsh,grass,,grass,grass,marsh,grass,grass,,grass,marsh,grass,marsh,grass,,marsh,grass,endClosed,grass,marsh,,,,,,,,gem,,,,gem,,,,warp,,,,,,gem,,,,,,warp,,,,gem,,,,gem,,,,,,,
119,119,11,2,grass,grass,ice,grass,grass,,grass,ice,ice,ice,grass,,ice,ice,endClosed,ice,ice,,grass,ice,ice,ice,grass,,start,grass,ice,grass,grass,,,,,,,,,,gem,,sword,,,enemy,,enemy,,,gem,,,,gem,,,enemy,,enemy,,,,,gem,,,,,,,,,
120,120,9,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,endClosed,,,,,,,,,warp,gem,gem,gem,,,,,,,,,enemy,enemy,enemy,,,,,,,,,gem,gem,gem,warp,,,,,,,,
121,121,16,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,gem,gem,gem,,,,,,boulder,boulder,,boulder,,,,gem,,gem,,boulder,boulder,,,,,,,,
122,122,10,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,gem,boulder,sword,,,boulder,,,,,,gem,,,gem,,gem,,hammer,,enemy,,boulder,,,boulder,,,,,,,,
123,123,12,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,hammer,gem,,sword,,,boulder,,,,,,,,,,boulder,,gem,,gem,enemy,,,,,,,,
124,124,9,1,start,ice,ice,ice,ice,,ice,grass,ice,grass,ice,,ice,ice,ice,ice,ice,,grass,ice,ice,grass,ice,,ice,grass,ice,ice,endClosed,,,,,,,,,,,,,,,gem,,gem,,,,,,,,,gem,,,gem,enemy,,,gem,sword,boulder,,,,,,,,
125,125,11,1,start,ice,ice,grass,ice,,ice,ice,grass,ice,ice,,ice,grass,ice,grass,ice,,grass,ice,grass,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,gem,boulder,,,,gem,,hammer,,,gem,,gem,boulder,,gem,,gem,boulder,enemy,,boulder,sword,boulder,enemy,,,,,,,,
126,126,7,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,warp,sword,gem,,,,,,,gem,,,,gem,,warp,,,enemy,,gem,,,,,,,,
127,127,16,1,start,endClosed,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,boulder,gem,,,boulder,,,,,,,,,boulder,,,,gem,warp,,,warp,gem,boulder,,gem,,,,,,,
128,128,13,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,warp,gem,gem,,,,gem,enemy,gem,boulder,,,gem,gem,warp,,,,,boulder,,,,,,,,,
129,129,10,3,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,endClosed,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,boulder,,,,,,,,boulder,hammer,,,,sword,,enemy,,,,enemy,,gem,,,,,,,
130,130,12,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,endClosed,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,,boulder,,,,boulder,,,,,,hammer,,enemy,,,,hammer,boulder,boulder,,boulder,gem,gem,hammer,gem,,,,,,,
131,131,12,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,endClosed,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,boulder,,,,boulder,gem,gem,boulder,gem,,hammer,,,,,,gem,boulder,,,,,,,,,,
132,132,16,1,start,ice,ice,ice,ice,,ice,ice,grass,endClosed,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,grass,ice,ice,,,,,,,,,,,,,,hammer,gem,boulder,,,,,boulder,,gem,,,gem,,gem,boulder,,,boulder,,,,,,,,,,,
133,133,11,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,boulder,hammer,gem,warp,,,,gem,,boulder,,,,gem,warp,,,,,,,,,,,,,,,
134,134,10,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,endClosed,ice,marsh,,ice,ice,ice,ice,ice,,ice,grass,grass,ice,ice,,,,,,,,,,,,,,,,gem,,,,,gem,,gem,,,,,gem,,,,,,,,,,,,,,,
135,135,13,1,start,grass,ice,grass,grass,,grass,marsh,ice,ice,grass,,ice,ice,endClosed,ice,ice,,grass,ice,ice,ice,grass,,grass,grass,ice,grass,grass,,,,,,,,,gem,,gem,,,gem,,,,gem,,,,,,,,gem,boulder,,,gem,,,gem,,gem,,,,,,,,
136,136,14,1,start,ice,grass,ice,grass,,ice,grass,ice,grass,ice,,grass,ice,grass,ice,grass,,ice,grass,ice,grass,ice,,grass,ice,grass,ice,endClosed,,,,,,,,,,gem,,gem,,,gem,,gem,,,gem,hammer,boulder,,gem,,,gem,,gem,,,gem,,gem,,,,,,,,,
137,137,18,2,start,ice,ice,ice,ice,,marsh,marsh,marsh,marsh,ice,,ice,ice,ice,ice,ice,,ice,marsh,marsh,marsh,marsh,,ice,ice,ice,ice,endClosed,,,,,,,,,gem,gem,gem,gem,,enemy,,,,gem,,gem,gem,gem,gem,gem,,gem,,,sword,,,gem,gem,gem,gem,,,,,,,,
138,138,23,1,start,ice,marsh,marsh,marsh,,marsh,ice,marsh,ice,marsh,,marsh,ice,marsh,ice,marsh,,marsh,ice,ice,ice,marsh,,marsh,marsh,marsh,ice,endClosed,,,,,,,,,boulder,gem,,,,hammer,boulder,,boulder,gem,,gem,boulder,gem,boulder,,,hammer,boulder,boulder,boulder,,,,,,boulder,,,,,,,,
