hash,level,moves,health,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,s0d0,s0d1,s0d2,s0d3,s0d4,s0d5,s1d0,s1d1,s1d2,s1d3,s1d4,s1d5,s2d0,s2d1,s2d2,s2d3,s2d4,s2d5,s3d0,s3d1,s3d2,s3d3,s3d4,s3d5,s4d0,s4d1,s4d2,s4d3,s4d4,s4d5,s5d0,s5d1,s5d2,s5d3,s5d4,s5d5
111,111,9,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,boulder,,warp,,,,gem,,gem,,,,warp,gem,,,,boulder,,,,,,,,,,,,,,,,,
112,112,7,1,start,grass,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,gem,gem,gem,,,boulder,hammer,,gem,,,gem,gem,gem,gem,,,gem,gem,gem,,,,,,,,,,,,,,,
113,113,8,2,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,enemy,,,,enemy,gem,heart,,,,heart,heart,,,,,gem,enemy,,,,,,,,,,,,,,,
114,114,6,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,hammer,gem,boulder,,,,,,hammer,,,gem,,gem,boulder,,,boulder,,,,,,,,,,,,,,,,,
115,115,12,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,,,,gem,boulder,,,,boulder,hammer,gem,,,,gem,boulder,,,,,,,,,,,,,,,,
116,116,6,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,hammer,hammer,,,,,,,,,,gem,,gem,boulder,,,boulder,,boulder,,,,,,,,,,,,,,,
117,117,9,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,hammer,,,,,boulder,gem,,,boulder,hammer,,boulder,,,gem,boulder,gem,,,,,,,,,,,,,,,
118,118,7,3,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,enemy,warp,,,gem,,enemy,gem,,,gem,,enemy,warp,,,sword,gem,enemy,,,,,,,,,,,,,,,
119,119,5,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,,,warp,gem,gem,,,,gem,,warp,gem,,,,,,,,,,,,,,,,,,,,
120,120,7,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,boulder,,,,,,,,,boulder,gem,,hammer,,,gem,,boulder,,,,,,,,,,,,,,,
121,121,10,2,start,grass,grass,grass,,,grass,ice,ice,grass,,,grass,ice,ice,grass,,,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,,,sword,,,,gem,gem,enemy,,,,gem,gem,enemy,,,sword,enemy,enemy,,,,,,,,,,,,,,,
122,122,10,2,start,ice,ice,ice,,,grass,ice,ice,ice,,,grass,ice,ice,ice,,,grass,grass,endClosed,grass,,,,,,,,,,,,,,,,warp,gem,warp,,,,boulder,enemy,boulder,,,,gem,gem,gem,,,,,,hammer,,,,,,,,,,,,,,
123,123,8,1,start,grass,endClosed,grass,,,grass,ice,ice,marsh,,,ice,ice,ice,grass,,,grass,grass,grass,grass,,,,,,,,,,,,,,,,boulder,,,,,heart,,,,,,gem,hammer,,gem,,,enemy,gem,gem,,,,,,,,,,,,,,,
124,124,12,1,start,endClosed,ice,ice,,,marsh,marsh,ice,ice,,,marsh,marsh,ice,ice,,,marsh,marsh,ice,ice,,,,,,,,,,,,,,,,,gem,gem,,,,,,gem,,,,,,gem,,,gem,gem,gem,gem,,,,,,,,,,,,,,
125,125,5,2,start,ice,ice,endClosed,,,grass,ice,ice,grass,,,grass,ice,ice,grass,,,grass,grass,grass,grass,,,,,,,,,,,,,,,,,enemy,,,,,,sword,,,,,,,,,,,gem,gem,,,,,,,,,,,,,,,
126,126,9,1,start,grass,ice,grass,,,grass,ice,ice,grass,,,grass,ice,ice,grass,,,grass,ice,grass,endClosed,,,,,,,,,,,,,,,,,gem,warp,,,,gem,gem,sword,,,,gem,gem,,,,warp,gem,enemy,,,,,,,,,,,,,,,
127,127,12,2,start,endClosed,marsh,marsh,,,ice,grass,grass,marsh,,,ice,grass,grass,marsh,,,ice,ice,ice,marsh,,,,,,,,,,,,,,,,,gem,gem,,,gem,sword,,gem,,,gem,,,gem,,,gem,gem,gem,enemy,,,,,,,,,,,,,,
128,128,8,1,start,endClosed,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,,,,,,,,,,,,,,,boulder,,,,,,gem,gem,,,,hammer,,boulder,,,boulder,gem,,hammer,,,,,,,,,,,,,,
129,129,8,1,start,grass,grass,grass,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,hammer,enemy,gem,,,,,,boulder,,,sword,gem,gem,,,,boulder,,boulder,,,,,,,,,,,,,,,
130,130,6,2,start,ice,ice,grass,,,ice,ice,grass,grass,,,ice,ice,grass,grass,,,ice,ice,endClosed,grass,,,,,,,,,,,,,,,,gem,,enemy,,,,,gem,sword,,,boulder,,boulder,hammer,,,,,,boulder,,,,,,,,,,,,,,
131,131,9,1,start,endClosed,grass,grass,,,grass,ice,ice,grass,,,grass,ice,ice,grass,,,grass,ice,ice,grass,,,,,,,,,,,,,,,,,boulder,,,,,boulder,,hammer,,,,gem,,gem,,,,boulder,gem,boulder,,,,,,,,,,,,,,
132,132,10,2,start,grass,grass,grass,,,grass,ice,ice,grass,,,grass,ice,ice,grass,,,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,,,gem,,,,,,hammer,,,,,gem,enemy,,,gem,sword,boulder,,,,,,,,,,,,,,,
133,133,9,1,start,grass,grass,endClosed,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,,,,heart,,enemy,enemy,,,,,enemy,gem,,,gem,sword,enemy,gem,,,,,,,,,,,,,,
134,134,7,1,start,ice,ice,marsh,,,ice,marsh,marsh,ice,,,ice,marsh,marsh,ice,,,grass,ice,ice,endClosed,,,,,,,,,,,,,,,,,,boulder,,,gem,,,gem,,,gem,,,gem,,,boulder,hammer,,,,,,,,,,,,,,,,
135,135,11,1,start,ice,marsh,ice,,,endClosed,ice,marsh,ice,,,grass,ice,marsh,ice,,,grass,grass,marsh,ice,,,,,,,,,,,,,,,,gem,,,,,,,hammer,gem,,,,gem,,,,,,boulder,,gem,,,,,,,,,,,,,,
136,136,15,2,start,marsh,ice,marsh,,,ice,ice,ice,marsh,,,marsh,ice,ice,ice,,,marsh,ice,marsh,endClosed,,,,,,,,,,,,,,,,hammer,gem,,,,gem,boulder,,,,,,,enemy,gem,,,,gem,sword,,,,,,,,,,,,,,,
137,137,11,1,start,endClosed,grass,grass,,,marsh,ice,ice,grass,,,grass,ice,ice,marsh,,,grass,marsh,ice,grass,,,,,,,,,,,,,,,,,,warp,,,,,,gem,,,gem,,,,,,,,warp,gem,,,,,,,,,,,,,,
138,138,14,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,endClosed,,,,,,,,,gem,gem,boulder,boulder,,boulder,boulder,gem,boulder,boulder,,gem,gem,gem,boulder,boulder,,gem,boulder,boulder,gem,gem,,gem,gem,gem,gem,,,,,,,,
139,139,19,1,start,grass,marsh,marsh,marsh,,marsh,grass,marsh,grass,marsh,,marsh,grass,endClosed,grass,ice,,marsh,grass,grass,grass,marsh,,marsh,marsh,marsh,marsh,marsh,,,,,,,,,boulder,,,,,hammer,boulder,,boulder,gem,,hammer,boulder,,boulder,,,,boulder,boulder,boulder,gem,,,,,,,,,,,,,
140,140,14,2,start,ice,marsh,ice,marsh,,ice,ice,ice,ice,ice,,marsh,ice,marsh,ice,marsh,,ice,ice,ice,ice,ice,,marsh,ice,marsh,ice,endClosed,,,,,,,,,gem,enemy,,enemy,,warp,gem,sword,gem,,,enemy,gem,enemy,gem,enemy,,,gem,sword,gem,warp,,enemy,gem,enemy,,,,,,,,,
141,141,21,2,start,grass,marsh,marsh,marsh,,grass,grass,marsh,marsh,marsh,,ice,ice,grass,marsh,marsh,,ice,ice,ice,grass,grass,,ice,ice,ice,grass,endClosed,,,,,,,,,boulder,gem,,,,,boulder,,sword,,,warp,,enemy,,warp,,,hammer,,boulder,boulder,,,,gem,boulder,,,,,,,,
142,142,24,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,endClosed,,,,,,,,,warp,,boulder,,,,,boulder,gem,boulder,,,boulder,gem,boulder,,,boulder,gem,boulder,,hammer,,hammer,boulder,,warp,,,,,,,,
143,143,23,2,start,grass,marsh,grass,grass,,grass,marsh,grass,grass,grass,,grass,marsh,grass,grass,grass,,grass,marsh,grass,grass,grass,,endClosed,grass,marsh,grass,grass,,,,,,,,,hammer,,boulder,gem,,,,boulder,gem,gem,,,,boulder,gem,,,enemy,,boulder,,,,,,,boulder,sword,,,,,,,
144,144,18,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,endClosed,,,,,,,,,,,gem,hammer,,,,gem,boulder,boulder,,,gem,warp,boulder,boulder,,gem,boulder,boulder,gem,gem,,warp,boulder,boulder,gem,,,,,,,,
145,145,11,2,start,grass,ice,ice,grass,,grass,ice,ice,ice,grass,,grass,ice,ice,ice,grass,,grass,ice,ice,ice,grass,,grass,ice,ice,ice,endClosed,,,,,,,,,,,,boulder,,sword,hammer,gem,enemy,boulder,,boulder,,,boulder,boulder,,boulder,,gem,,boulder,,boulder,,,enemy,,,,,,,,
146,146,16,1,start,ice,ice,ice,endClosed,,ice,marsh,marsh,marsh,ice,,ice,marsh,ice,marsh,ice,,ice,marsh,marsh,marsh,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,,,gem,,gem,,,,hammer,,,gem,,,boulder,,,,,,,,,,,
147,147,21,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,endClosed,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,,,,,,,,,,gem,boulder,,enemy,enemy,,boulder,gem,,,enemy,gem,boulder,warp,,enemy,enemy,,,boulder,,hammer,warp,gem,boulder,sword,,,,,,,
148,148,28,1,start,endClosed,marsh,grass,marsh,,grass,marsh,grass,marsh,grass,,marsh,grass,marsh,grass,marsh,,grass,marsh,grass,marsh,grass,,marsh,grass,marsh,grass,marsh,,,,,,,,,,,,gem,,gem,,gem,,gem,,,,,gem,,,gem,gem,,gem,gem,,,gem,,gem,,,,,,,,
149,149,24,1,start,marsh,endClosed,grass,marsh,,marsh,marsh,grass,grass,marsh,,grass,grass,marsh,marsh,grass,,grass,grass,marsh,grass,grass,,marsh,marsh,grass,grass,grass,,,,,,,,,,,hammer,,,,gem,,,,,,,,,,,gem,,,,boulder,,,,,boulder,gem,,,,,,,
150,150,22,1,start,marsh,grass,marsh,endClosed,,ice,grass,ice,grass,ice,,grass,marsh,grass,marsh,grass,,ice,grass,ice,grass,ice,,grass,marsh,grass,marsh,grass,,,,,,,,,,gem,,,,,gem,,gem,,,gem,,gem,,gem,,,gem,,gem,,,gem,,gem,,gem,,,,,,,
151,151,21,1,start,endClosed,grass,grass,grass,,grass,grass,marsh,marsh,grass,,grass,marsh,marsh,grass,grass,,grass,marsh,marsh,grass,grass,,grass,grass,grass,grass,grass,,,,,,,,,,,,,,warp,boulder,,,,,warp,,,hammer,boulder,,boulder,hammer,,boulder,gem,,gem,boulder,boulder,gem,gem,,,,,,,
152,152,19,1,grass,ice,start,ice,grass,,marsh,ice,ice,ice,marsh,,marsh,marsh,ice,marsh,marsh,,marsh,ice,ice,ice,marsh,,grass,ice,endClosed,ice,grass,,,,,,,,boulder,,,,boulder,,,,gem,,,,,gem,enemy,gem,,,,,gem,,,,sword,boulder,,boulder,hammer,,,,,,,
153,153,20,1,start,ice,grass,ice,endClosed,,grass,marsh,grass,marsh,grass,,grass,marsh,grass,marsh,grass,,grass,marsh,marsh,marsh,grass,,grass,grass,grass,grass,grass,,,,,,,,,,boulder,,,,gem,,gem,,gem,,sword,,gem,,sword,,enemy,enemy,hammer,enemy,enemy,,gem,,enemy,,gem,,,,,,,
154,154,19,1,start,grass,grass,grass,grass,,marsh,marsh,marsh,marsh,grass,,endClosed,ice,ice,ice,grass,,marsh,marsh,marsh,marsh,grass,,grass,grass,grass,grass,grass,,,,,,,,,sword,,,gem,,boulder,,,,,,,enemy,enemy,enemy,sword,,boulder,,,,,,gem,sword,,,gem,,,,,,,
155,155,12,1,start,grass,endClosed,grass,grass,,ice,grass,ice,ice,grass,,ice,grass,grass,ice,grass,,ice,grass,grass,ice,grass,,ice,ice,ice,ice,grass,,,,,,,,,boulder,,boulder,boulder,,,hammer,,,boulder,,,enemy,sword,,boulder,,,gem,enemy,,boulder,,,,,,boulder,,,,,,,
156,156,25,1,marsh,grass,start,grass,marsh,,grass,marsh,grass,marsh,grass,,grass,grass,marsh,grass,grass,,grass,marsh,grass,marsh,grass,,marsh,grass,endClosed,grass,marsh,,,,,,,,gem,,,,gem,,,,warp,,,,,,gem,,,,,,warp,,,,gem,,,,gem,,,,,,,
157,157,11,1,grass,grass,ice,grass,grass,,grass,ice,ice,ice,grass,,ice,ice,endClosed,ice,ice,,grass,ice,ice,ice,grass,,start,grass,ice,grass,grass,,,,,,,,heart,,gem,,sword,,,enemy,,enemy,,,gem,,,,gem,,,enemy,,enemy,,,,,gem,,heart,,,,,,,
158,158,9,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,endClosed,,,,,,,,,warp,gem,gem,gem,,,,,,,,,enemy,enemy,enemy,,,,,,,,,gem,gem,gem,warp,,,,,,,,
159,159,16,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,gem,gem,gem,,,,,,boulder,boulder,,boulder,,,,gem,,gem,,boulder,boulder,,,,,,,,
160,160,10,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,gem,boulder,sword,,,boulder,,,,,,gem,,,gem,,gem,,hammer,,enemy,,boulder,,,boulder,,,,,,,,
161,161,12,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,hammer,gem,,sword,,,boulder,,,,,,,,,,boulder,,gem,,gem,enemy,,,,,,,,
162,162,9,1,start,ice,ice,ice,ice,,ice,grass,ice,grass,ice,,ice,ice,ice,ice,ice,,grass,ice,ice,grass,ice,,ice,grass,ice,ice,endClosed,,,,,,,,,,,,,,,gem,,gem,,,,,,,,,gem,,,gem,enemy,,,gem,sword,boulder,,,,,,,,
163,163,11,1,start,ice,ice,grass,ice,,ice,ice,grass,ice,ice,,ice,grass,ice,grass,ice,,grass,ice,grass,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,gem,boulder,,,,gem,,hammer,,,gem,,gem,boulder,,gem,,gem,boulder,enemy,,boulder,sword,boulder,enemy,,,,,,,,
164,164,7,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,warp,sword,gem,,,,,,,gem,,,,gem,,warp,,,enemy,,gem,,,,,,,,
165,165,16,1,start,endClosed,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,boulder,gem,,,boulder,,,,,,,,,boulder,,,,gem,warp,,,warp,gem,boulder,,gem,,,,,,,
166,166,13,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,warp,gem,gem,,,,gem,enemy,gem,boulder,,,gem,gem,warp,,,,,boulder,,,,,,,,,
167,167,10,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,endClosed,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,heart,,,,,heart,boulder,,,,,,,,boulder,hammer,,,,sword,,enemy,,,,enemy,,gem,,,,,,,
168,168,12,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,endClosed,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,,boulder,,,,boulder,,,,,,hammer,,enemy,,,,hammer,boulder,boulder,,boulder,gem,gem,hammer,gem,,,,,,,
169,169,12,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,endClosed,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,boulder,,,,boulder,gem,gem,boulder,gem,,hammer,,,,,,gem,boulder,,,,,,,,,,
170,170,16,1,start,ice,ice,ice,ice,,ice,ice,grass,endClosed,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,grass,ice,ice,,,,,,,,,,,,,,hammer,gem,boulder,,,,,boulder,,gem,,,gem,,gem,boulder,,,boulder,,,,,,,,,,,
171,171,11,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,boulder,hammer,gem,warp,,,,gem,,boulder,,,,gem,warp,,,,,,,,,,,,,,,
172,172,10,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,endClosed,ice,marsh,,ice,ice,ice,ice,ice,,ice,grass,grass,ice,ice,,,,,,,,,,,,,,,,gem,,,,,gem,,gem,,,,,gem,,,,,,,,,,,,,,,
173,173,13,1,start,grass,ice,grass,grass,,grass,marsh,ice,ice,grass,,ice,ice,endClosed,ice,ice,,grass,ice,ice,ice,grass,,grass,grass,ice,grass,grass,,,,,,,,,gem,,gem,,,gem,,,,gem,,,,,,,,gem,boulder,,,gem,,,gem,,gem,,,,,,,,
174,174,14,1,start,ice,grass,ice,grass,,ice,grass,ice,grass,ice,,grass,ice,grass,ice,grass,,ice,grass,ice,grass,ice,,grass,ice,grass,ice,endClosed,,,,,,,,,,gem,,gem,,,gem,,gem,,,gem,hammer,boulder,,gem,,,gem,,gem,,,gem,,gem,,,,,,,,,
175,175,18,2,start,ice,ice,ice,ice,,marsh,marsh,marsh,marsh,ice,,ice,ice,ice,ice,ice,,ice,marsh,marsh,marsh,marsh,,ice,ice,ice,ice,endClosed,,,,,,,,,gem,gem,gem,gem,,enemy,,,,gem,,gem,gem,gem,gem,gem,,gem,,,sword,,,gem,gem,gem,gem,,,,,,,,
176,176,23,1,start,ice,marsh,marsh,marsh,,marsh,ice,marsh,ice,marsh,,marsh,ice,marsh,ice,marsh,,marsh,ice,ice,ice,marsh,,marsh,marsh,marsh,ice,endClosed,,,,,,,,,boulder,gem,,,,hammer,boulder,,boulder,gem,,gem,boulder,gem,boulder,,,hammer,boulder,boulder,boulder,,,,,,boulder,,,,,,,,
177,177,12,2,start,ice,grass,ice,grass,,ice,ice,ice,ice,ice,,grass,ice,grass,ice,grass,,ice,ice,ice,ice,ice,,grass,ice,grass,ice,endClosed,,,,,,,,,,enemy,,,,,,gem,gem,,,enemy,gem,,gem,,,,heart,gem,,gem,,,,,gem,,,,,,,,
178,178,6,2,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,endClosed,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,gem,,enemy,,,enemy,,,,,,gem,,gem,,,enemy,heart,gem,heart,,,,heart,,enemy,,,,,,,,
179,179,22,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,boulder,heart,heart,,,heart,,,,,,,heart,enemy,,,boulder,boulder,hammer,heart,,,gem,gem,enemy,,,,,,,,,
180,180,15,1,start,grass,grass,grass,grass,,grass,ice,ice,ice,grass,,grass,ice,endClosed,ice,grass,,grass,ice,ice,ice,grass,,grass,grass,grass,grass,grass,,,,,,,,,,warp,,gem,,,enemy,enemy,enemy,,,gem,enemy,,enemy,sword,,,enemy,enemy,enemy,,,gem,,warp,,gem,,,,,,,
181,181,15,1,start,grass,grass,grass,grass,,grass,marsh,marsh,marsh,grass,,grass,marsh,endClosed,marsh,grass,,grass,marsh,marsh,marsh,grass,,grass,grass,grass,grass,grass,,,,,,,,,,,warp,sword,,,,,,,,warp,,,,gem,,,,,,boulder,,hammer,gem,,enemy,gem,,,,,,,
182,182,18,1,marsh,grass,grass,grass,grass,,ice,grass,start,grass,grass,,ice,grass,grass,grass,grass,,ice,grass,endClosed,grass,grass,,ice,grass,grass,grass,grass,,,,,,,,gem,boulder,boulder,boulder,hammer,,gem,boulder,,boulder,,,gem,boulder,hammer,boulder,,,gem,boulder,,boulder,,,hammer,boulder,boulder,boulder,,,,,,,,
183,183,20,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,endClosed,grass,grass,grass,grass,,,,,,,,,hammer,boulder,boulder,gem,,boulder,boulder,hammer,hammer,boulder,,hammer,gem,boulder,boulder,boulder,,boulder,boulder,boulder,gem,boulder,,,boulder,gem,boulder,hammer,,,,,,,
184,184,9,2,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,gem,,heart,enemy,,,enemy,,gem,gem,,sword,heart,,heart,enemy,,enemy,gem,,heart,gem,,,gem,,enemy,,,,,,,,
185,185,14,2,start,ice,ice,ice,ice,,grass,ice,ice,ice,grass,,grass,ice,ice,ice,grass,,grass,ice,ice,ice,grass,,ice,ice,endClosed,ice,grass,,,,,,,,,,,enemy,,,,enemy,sword,,gem,,,,,enemy,gem,,gem,enemy,,,gem,,,,,enemy,gem,,,,,,,
186,186,12,1,grass,start,grass,grass,grass,,grass,marsh,marsh,marsh,grass,,marsh,marsh,endClosed,ice,grass,,grass,marsh,ice,ice,marsh,,ice,grass,grass,marsh,grass,,,,,,,,boulder,,hammer,,,,warp,,,,boulder,,,,,,gem,,,,,,gem,,sword,enemy,gem,gem,warp,,,,,,,
187,187,7,1,start,ice,ice,ice,endClosed,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,enemy,gem,heart,,,,,heart,,enemy,,sword,,gem,gem,sword,,enemy,,enemy,,,,gem,,sword,enemy,gem,,,,,,,
188,188,20,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,endClosed,,,,,,,,,gem,sword,,,,,enemy,enemy,enemy,gem,,gem,enemy,,gem,enemy,,enemy,,gem,enemy,gem,,enemy,sword,enemy,gem,,,,,,,,
189,189,13,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,endClosed,,,,,,,,,warp,boulder,,warp2,,,,boulder,,gem,,gem,boulder,boulder,gem,,,boulder,,warp2,boulder,gem,,,warp,gem,boulder,,,,,,,,
190,190,17,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,endClosed,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,,,,,,,,gem,sword,enemy,gem,,boulder,boulder,boulder,gem,warp,,gem,enemy,,boulder,boulder,,boulder,boulder,boulder,warp,warp2,,hammer,warp2,sword,boulder,gem,,,,,,,
191,191,18,1,start,grass,marsh,marsh,marsh,,grass,grass,marsh,grass,grass,,marsh,marsh,grass,grass,marsh,,marsh,grass,marsh,grass,marsh,,grass,grass,grass,grass,endClosed,,,,,,,,,gem,,,,,gem,warp,,warp,gem,,,,gem,warp2,,,,gem,,gem,,,gem,warp2,gem,,,,,,,,,
