hash,level,moves,health,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,s0d0,s0d1,s0d2,s0d3,s0d4,s0d5,s1d0,s1d1,s1d2,s1d3,s1d4,s1d5,s2d0,s2d1,s2d2,s2d3,s2d4,s2d5,s3d0,s3d1,s3d2,s3d3,s3d4,s3d5,s4d0,s4d1,s4d2,s4d3,s4d4,s4d5,s5d0,s5d1,s5d2,s5d3,s5d4,s5d5
113,113,13,1,start,ice,marsh,grass,,,marsh,ice,grass,grass,,,marsh,ice,ice,grass,,,marsh,ice,marsh,endClosed,,,,,,,,,,,,,,,,,,hammer,,,boulder,,sword,,,,gem,boulder,,enemy,,,sword,gem,enemy,,,,,,,,,,,,,,,
114,114,16,1,start,marsh,grass,grass,,,grass,marsh,marsh,grass,,,grass,grass,marsh,grass,,,grass,grass,marsh,endClosed,,,,,,,,,,,,,,,,,boulder,gem,,,warp,,,boulder,,,hammer,boulder,,boulder,,,warp,boulder,,,,,,,,,,,,,,,,
115,115,7,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,,,,boulder,,,,,,gem,,boulder,,,hammer,,boulder,,,,,,,,,,,,,,,
116,116,8,1,start,endClosed,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,,,,,,,,,,,,,,,gem,gem,,,boulder,,,boulder,,,,boulder,hammer,,,,,gem,,,,,,,,,,,,,,,,
117,117,16,1,start,marsh,ice,marsh,,,marsh,marsh,ice,marsh,,,ice,ice,ice,marsh,,,marsh,marsh,marsh,endClosed,,,,,,,,,,,,,,,,,gem,,,,,,gem,,,,gem,gem,gem,,,,,,,,,,,,,,,,,,,,,
118,118,8,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,boulder,,,,,,gem,,,hammer,gem,boulder,,,,boulder,,,,,,,,,,,,,,,,,
119,119,7,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,gem,,,gem,,gem,warp,,,warp,boulder,,gem,,,gem,,,,,,,,,,,,,,,,,
120,120,8,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,warp,gem,,,,gem,warp,gem,,,,boulder,,,,,,gem,enemy,sword,,,,,,,,,,,,,,,
121,121,5,2,start,ice,ice,ice,,,grass,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,enemy,,,,,sword,enemy,boulder,,,enemy,enemy,enemy,gem,,,hammer,gem,gem,,,,,,,,,,,,,,,
122,122,9,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,boulder,,warp,,,,gem,,gem,,,,warp,gem,,,,boulder,,,,,,,,,,,,,,,,,
123,123,7,1,start,grass,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,gem,gem,gem,,,boulder,hammer,,gem,,,gem,gem,gem,gem,,,gem,gem,gem,,,,,,,,,,,,,,,
124,124,5,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,hammer,gem,boulder,,,,,,hammer,,,gem,,gem,boulder,,,boulder,,,,,,,,,,,,,,,,,
125,125,12,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,,,,gem,boulder,,,,boulder,hammer,gem,,,,gem,boulder,,,,,,,,,,,,,,,,
126,126,6,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,hammer,hammer,,,,,,,,,,gem,,gem,boulder,,,boulder,,boulder,,,,,,,,,,,,,,,
127,127,9,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,hammer,,,,,boulder,gem,,,boulder,hammer,,boulder,,,gem,boulder,gem,,,,,,,,,,,,,,,
128,128,7,3,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,enemy,warp,,,gem,,enemy,gem,,,gem,,enemy,warp,,,sword,gem,enemy,,,,,,,,,,,,,,,
129,129,5,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,,,warp,gem,gem,,,,gem,,warp,gem,,,,,,,,,,,,,,,,,,,,
130,130,7,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,boulder,,,,,,,,,boulder,gem,,hammer,,,gem,,boulder,,,,,,,,,,,,,,,
131,131,10,2,start,grass,grass,grass,,,grass,ice,ice,grass,,,grass,ice,ice,grass,,,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,,,sword,,,,gem,gem,enemy,,,,gem,gem,enemy,,,sword,enemy,enemy,,,,,,,,,,,,,,,
132,132,10,2,start,ice,ice,ice,,,grass,ice,ice,ice,,,grass,ice,ice,ice,,,grass,grass,endClosed,grass,,,,,,,,,,,,,,,,warp,gem,warp,,,,boulder,enemy,boulder,,,,gem,gem,gem,,,,,,hammer,,,,,,,,,,,,,,
133,133,12,1,start,endClosed,ice,ice,,,marsh,marsh,ice,ice,,,marsh,marsh,ice,ice,,,marsh,marsh,ice,ice,,,,,,,,,,,,,,,,,gem,gem,,,,,,gem,,,,,,gem,,,gem,gem,gem,gem,,,,,,,,,,,,,,
134,134,5,2,start,ice,ice,endClosed,,,grass,ice,ice,grass,,,grass,ice,ice,grass,,,grass,grass,grass,grass,,,,,,,,,,,,,,,,,enemy,,,,,,sword,,,,,,,,,,,gem,gem,,,,,,,,,,,,,,,
135,135,9,1,start,grass,ice,grass,,,grass,ice,ice,grass,,,grass,ice,ice,grass,,,grass,ice,grass,endClosed,,,,,,,,,,,,,,,,,gem,warp,,,,gem,gem,sword,,,,gem,gem,,,,warp,gem,enemy,,,,,,,,,,,,,,,
136,136,12,2,start,endClosed,marsh,marsh,,,ice,grass,grass,marsh,,,ice,grass,grass,marsh,,,ice,ice,ice,marsh,,,,,,,,,,,,,,,,,gem,gem,,,gem,sword,,gem,,,gem,,,gem,,,gem,gem,gem,enemy,,,,,,,,,,,,,,
137,137,8,1,start,endClosed,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,,,,,,,,,,,,,,,boulder,,,,,,gem,gem,,,,hammer,,boulder,,,boulder,gem,,hammer,,,,,,,,,,,,,,
138,138,8,1,start,grass,grass,grass,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,hammer,enemy,gem,,,,,,boulder,,,sword,gem,gem,,,,boulder,,boulder,,,,,,,,,,,,,,,
139,139,6,2,start,ice,ice,grass,,,ice,ice,grass,grass,,,ice,ice,grass,grass,,,ice,ice,endClosed,grass,,,,,,,,,,,,,,,,gem,,enemy,,,,,gem,sword,,,boulder,,boulder,hammer,,,,,,boulder,,,,,,,,,,,,,,
140,140,9,1,start,endClosed,grass,grass,,,grass,ice,ice,grass,,,grass,ice,ice,grass,,,grass,ice,ice,grass,,,,,,,,,,,,,,,,,boulder,,,,,boulder,,hammer,,,,gem,,gem,,,,boulder,gem,boulder,,,,,,,,,,,,,,
141,141,10,2,start,grass,grass,grass,,,grass,ice,ice,grass,,,grass,ice,ice,grass,,,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,,,gem,,,,,,hammer,,,,,gem,enemy,,,gem,sword,boulder,,,,,,,,,,,,,,,
142,142,7,1,start,ice,ice,marsh,,,ice,marsh,marsh,ice,,,ice,marsh,marsh,ice,,,grass,ice,ice,endClosed,,,,,,,,,,,,,,,,,,boulder,,,gem,,,gem,,,gem,,,gem,,,boulder,hammer,,,,,,,,,,,,,,,,
143,143,11,1,start,ice,marsh,ice,,,endClosed,ice,marsh,ice,,,grass,ice,marsh,ice,,,grass,grass,marsh,ice,,,,,,,,,,,,,,,,gem,,,,,,,hammer,gem,,,,gem,,,,,,boulder,,gem,,,,,,,,,,,,,,
144,144,13,2,start,marsh,ice,marsh,,,ice,ice,ice,marsh,,,marsh,ice,ice,ice,,,marsh,ice,marsh,endClosed,,,,,,,,,,,,,,,,hammer,gem,,,,gem,boulder,,,,,,,enemy,gem,,,,gem,sword,,,,,,,,,,,,,,,
145,145,11,1,start,endClosed,grass,grass,,,marsh,ice,ice,grass,,,grass,ice,ice,marsh,,,grass,marsh,ice,grass,,,,,,,,,,,,,,,,,,warp,,,,,,gem,,,gem,,,,,,,,warp,gem,,,,,,,,,,,,,,
146,146,11,1,start,ice,ice,grass,,,ice,marsh,grass,ice,,,ice,grass,ice,grass,,,marsh,grass,grass,endClosed,,,,,,,,,,,,,,,,gem,gem,enemy,,,,,gem,,,,,gem,,,,,sword,gem,,,,,,,,,,,,,,,,
147,147,14,1,start,marsh,marsh,grass,,,grass,grass,marsh,grass,,,grass,grass,marsh,grass,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,gem,,,sword,boulder,,gem,,,boulder,sword,,enemy,,,gem,enemy,,,,,,,,,,,,,,,,
148,148,15,1,grass,marsh,grass,grass,,,grass,start,grass,grass,,,grass,grass,endClosed,grass,,,grass,grass,grass,grass,,,,,,,,,,,,,,,warp,,boulder,gem,,,enemy,,boulder,warp,,,,boulder,,sword,,,gem,,,,,,,,,,,,,,,,,
149,149,7,2,start,ice,ice,ice,,,grass,grass,grass,grass,,,grass,grass,grass,grass,,,endClosed,ice,ice,ice,,,,,,,,,,,,,,,,sword,enemy,enemy,,,sword,boulder,warp,boulder,,,boulder,warp,boulder,gem,,,,gem,gem,gem,,,,,,,,,,,,,,
150,150,6,4,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,gem,gem,enemy,,,,gem,gem,warp,,,enemy,gem,gem,,,,warp,sword,enemy,,,,,,,,,,,,,,,
151,151,13,1,start,ice,ice,grass,,,ice,marsh,ice,marsh,,,ice,ice,ice,grass,,,grass,marsh,grass,endClosed,,,,,,,,,,,,,,,,gem,gem,sword,,,heart,,gem,,,,gem,gem,gem,boulder,,,enemy,,enemy,,,,,,,,,,,,,,,
152,152,6,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,boulder,,,,,heart,gem,enemy,,,boulder,,,gem,,,,sword,heart,,,,,,,,,,,,,,,
153,153,8,2,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,enemy,,,,enemy,gem,heart,,,,heart,heart,,,,,gem,enemy,,,,,,,,,,,,,,,
154,154,8,1,start,grass,endClosed,grass,,,grass,ice,ice,marsh,,,ice,ice,ice,grass,,,grass,grass,grass,grass,,,,,,,,,,,,,,,,boulder,,,,,heart,,,,,,gem,hammer,,gem,,,enemy,gem,gem,,,,,,,,,,,,,,,
155,155,9,1,start,grass,grass,endClosed,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,,,,heart,,enemy,enemy,,,,,enemy,gem,,,gem,sword,enemy,gem,,,,,,,,,,,,,,
156,156,9,1,start,ice,ice,ice,,,ice,grass,grass,grass,,,ice,grass,grass,grass,,,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,heart,gem,enemy,,,heart,boulder,boulder,gem,,,,sword,gem,enemy,,,enemy,,enemy,,,,,,,,,,,,,,,
157,157,10,1,start,ice,ice,marsh,,,ice,grass,grass,grass,,,ice,grass,grass,grass,,,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,,,heart,,,,boulder,boulder,gem,,,hammer,gem,gem,boulder,,,enemy,,,,,,,,,,,,,,,,,
158,158,11,1,start,grass,grass,grass,,,grass,marsh,marsh,marsh,,,grass,ice,endClosed,marsh,,,grass,marsh,marsh,marsh,,,,,,,,,,,,,,,,gem,gem,sword,,,,enemy,enemy,enemy,,,,enemy,,enemy,,,gem,enemy,enemy,enemy,,,,,,,,,,,,,,
159,159,8,1,start,grass,grass,grass,,,ice,ice,ice,grass,,,grass,grass,ice,grass,,,grass,grass,ice,endClosed,,,,,,,,,,,,,,,,boulder,boulder,gem,,,sword,enemy,sword,boulder,,,boulder,boulder,enemy,boulder,,,boulder,boulder,hammer,,,,,,,,,,,,,,,
160,160,5,1,start,ice,ice,grass,,,grass,grass,ice,grass,,,grass,ice,ice,endClosed,,,grass,grass,grass,grass,,,,,,,,,,,,,,,,gem,gem,enemy,,,heart,boulder,gem,,,,warp,gem,gem,,,,,,warp,sword,,,,,,,,,,,,,,
161,161,14,1,start,marsh,ice,grass,,,marsh,ice,grass,ice,,,ice,grass,ice,marsh,,,grass,ice,marsh,endClosed,,,,,,,,,,,,,,,,,,gem,,,,heart,gem,,,,,gem,,,,,gem,,enemy,,,,,,,,,,,,,,,
162,162,12,1,start,marsh,ice,ice,,,marsh,marsh,ice,ice,,,ice,ice,marsh,marsh,,,ice,ice,marsh,endClosed,,,,,,,,,,,,,,,,gem,hammer,warp,,,gem,,,sword,,,enemy,,,gem,,,warp,boulder,gem,,,,,,,,,,,,,,,
163,163,10,2,start,ice,ice,grass,,,ice,ice,grass,marsh,,,ice,grass,marsh,marsh,,,grass,marsh,marsh,endClosed,,,,,,,,,,,,,,,,heart,,enemy,,,,,gem,,,,gem,sword,,enemy,,,enemy,,enemy,,,,,,,,,,,,,,,
164,164,18,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,marsh,marsh,marsh,marsh,,,endClosed,marsh,marsh,marsh,,,,,,,,,,,,,,,,enemy,gem,warp,,,gem,gem,gem,gem,,,heart,gem,gem,gem,,,,sword,enemy,warp,,,,,,,,,,,,,,
165,165,13,1,start,marsh,marsh,grass,,,grass,marsh,marsh,grass,,,grass,ice,ice,grass,,,grass,ice,ice,endClosed,,,,,,,,,,,,,,,,,,gem,,,heart,enemy,,hammer,,,,,,boulder,,,heart,gem,enemy,,,,,,,,,,,,,,,
166,166,7,1,start,ice,ice,grass,,,ice,ice,ice,grass,,,ice,ice,ice,grass,,,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,heart,enemy,boulder,,,heart,hammer,gem,enemy,,,heart,enemy,gem,boulder,,,boulder,boulder,boulder,,,,,,,,,,,,,,,
167,167,9,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,heart,heart,enemy,,,heart,gem,gem,gem,,,heart,gem,enemy,gem,,,enemy,heart,gem,,,,,,,,,,,,,,,
168,168,7,1,start,ice,ice,ice,,,ice,ice,grass,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,gem,heart,warp,,,boulder,,sword,,,,warp,gem,gem,enemy,,,gem,enemy,,,,,,,,,,,,,,,,
169,169,8,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,heart,warp,gem,,,warp,,,,,,,,,boulder,,,enemy,gem,gem,,,,,,,,,,,,,,,
170,170,6,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,gem,heart,enemy,,,enemy,sword,heart,enemy,,,enemy,hammer,gem,enemy,,,enemy,enemy,boulder,,,,,,,,,,,,,,,
171,171,11,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,heart,heart,enemy,,,,,heart,sword,,,enemy,heart,heart,,,,gem,heart,enemy,,,,,,,,,,,,,,,
172,172,16,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,marsh,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,hammer,,,gem,,,,,,enemy,gem,,heart,,,heart,gem,boulder,,,,,,,,,,,,,,,
173,173,12,1,start,ice,ice,grass,,,ice,ice,grass,ice,,,grass,ice,ice,grass,,,grass,ice,ice,endClosed,,,,,,,,,,,,,,,,,,warp,,,boulder,gem,,gem,,,sword,boulder,hammer,enemy,,,warp,boulder,,,,,,,,,,,,,,,,
174,174,14,1,start,grass,grass,endClosed,,,grass,ice,grass,grass,,,grass,ice,grass,grass,,,grass,grass,grass,grass,,,,,,,,,,,,,,,,heart,boulder,,,,gem,,,warp,,,boulder,gem,boulder,warp,,,gem,enemy,,sword,,,,,,,,,,,,,,
175,175,11,1,start,ice,grass,ice,,,ice,grass,ice,grass,,,grass,ice,endClosed,ice,,,ice,grass,ice,grass,,,,,,,,,,,,,,,,,gem,warp,,,,gem,enemy,gem,,,gem,enemy,,,,,warp,gem,,sword,,,,,,,,,,,,,,
176,176,8,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,marsh,marsh,marsh,endClosed,,,,,,,,,,,,,,,,,hammer,warp,,,gem,heart,,enemy,,,boulder,boulder,boulder,boulder,,,warp,gem,,,,,,,,,,,,,,,,
177,177,13,1,start,marsh,ice,ice,,,marsh,grass,grass,ice,,,ice,grass,grass,grass,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,gem,,,,heart,boulder,hammer,gem,,,gem,boulder,boulder,enemy,,,,sword,enemy,,,,,,,,,,,,,,,
178,178,9,1,start,marsh,marsh,marsh,,,ice,grass,grass,grass,,,ice,ice,ice,grass,,,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,,,sword,,,,boulder,boulder,gem,,,gem,,heart,enemy,,,boulder,,hammer,,,,,,,,,,,,,,,
179,179,16,1,start,grass,grass,grass,,,grass,grass,grass,grass,,,grass,grass,grass,grass,,,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,warp,gem,boulder,,,enemy,gem,boulder,heart,,,gem,boulder,gem,sword,,,boulder,gem,warp,,,,,,,,,,,,,,,
180,180,9,1,start,endClosed,grass,grass,,,ice,grass,grass,grass,,,ice,ice,ice,grass,,,ice,ice,ice,ice,,,,,,,,,,,,,,,,,boulder,hammer,,,,enemy,sword,gem,,,heart,gem,enemy,,,,boulder,sword,gem,enemy,,,,,,,,,,,,,,
181,181,13,1,start,ice,ice,marsh,,,ice,grass,grass,grass,,,ice,grass,grass,grass,,,marsh,grass,grass,endClosed,,,,,,,,,,,,,,,,heart,heart,enemy,,,,gem,boulder,gem,,,,warp,gem,enemy,,,enemy,sword,warp,,,,,,,,,,,,,,,
182,182,14,1,start,grass,grass,grass,,,ice,grass,grass,grass,,,ice,grass,grass,grass,,,ice,grass,grass,endClosed,,,,,,,,,,,,,,,,hammer,boulder,heart,,,,warp,warp,gem,,,gem,boulder,boulder,enemy,,,enemy,enemy,,,,,,,,,,,,,,,,
183,183,13,1,grass,grass,grass,endClosed,,,grass,start,marsh,marsh,,,grass,grass,grass,grass,,,ice,ice,ice,ice,,,,,,,,,,,,,,,,heart,,,,,hammer,,,sword,,,boulder,warp,boulder,boulder,,,gem,enemy,gem,warp,,,,,,,,,,,,,,
184,184,16,1,grass,grass,grass,grass,,,grass,start,grass,grass,,,grass,grass,endClosed,grass,,,grass,grass,grass,grass,,,,,,,,,,,,,,,sword,boulder,enemy,gem,,,,,warp,enemy,,,boulder,warp,,boulder,,,sword,,enemy,gem,,,,,,,,,,,,,,
185,185,18,1,start,grass,grass,grass,,,grass,grass,grass,marsh,,,grass,grass,grass,grass,,,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,gem,gem,warp,,,warp,boulder,boulder,,,,enemy,hammer,boulder,sword,,,gem,enemy,boulder,,,,,,,,,,,,,,,
186,186,14,1,start,grass,grass,grass,,,grass,grass,grass,grass,,,grass,endClosed,grass,grass,,,grass,grass,grass,grass,,,,,,,,,,,,,,,,gem,boulder,,,,warp,boulder,hammer,warp,,,,,boulder,boulder,,,gem,boulder,,gem,,,,,,,,,,,,,,
187,187,13,1,start,ice,ice,marsh,,,grass,grass,grass,ice,,,grass,grass,grass,ice,,,grass,grass,endClosed,ice,,,,,,,,,,,,,,,,heart,gem,,,,hammer,boulder,boulder,gem,,,boulder,,boulder,enemy,,,gem,sword,,gem,,,,,,,,,,,,,,
188,188,7,1,start,ice,ice,ice,,,ice,marsh,grass,marsh,,,ice,marsh,endClosed,marsh,,,ice,grass,ice,ice,,,,,,,,,,,,,,,,gem,heart,enemy,,,sword,,warp,,,,gem,,,,,,enemy,warp,gem,enemy,,,,,,,,,,,,,,
189,189,12,1,start,grass,ice,grass,,,grass,marsh,grass,ice,,,grass,grass,marsh,marsh,,,endClosed,grass,marsh,grass,,,,,,,,,,,,,,,,,hammer,enemy,,,heart,,boulder,gem,,,boulder,hammer,,,,,,boulder,,sword,,,,,,,,,,,,,,
190,190,13,1,start,ice,ice,ice,,,ice,grass,grass,ice,,,ice,grass,grass,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,gem,,,,hammer,gem,warp,gem,,,,warp,gem,enemy,,,,heart,boulder,,,,,,,,,,,,,,,
191,191,11,1,start,grass,grass,marsh,,,grass,ice,ice,marsh,,,grass,ice,ice,marsh,,,marsh,marsh,marsh,endClosed,,,,,,,,,,,,,,,,,sword,sword,,,,gem,gem,enemy,,,heart,gem,gem,enemy,,,heart,enemy,enemy,,,,,,,,,,,,,,,
192,192,6,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,enemy,,,,gem,sword,heart,gem,,,heart,gem,heart,enemy,,,enemy,,enemy,,,,,,,,,,,,,,,
193,193,12,1,start,ice,ice,ice,,,ice,ice,marsh,ice,,,ice,ice,endClosed,ice,,,ice,marsh,ice,ice,,,,,,,,,,,,,,,,,gem,,,,gem,gem,enemy,gem,,,sword,,,,,,,enemy,,heart,,,,,,,,,,,,,,
194,194,9,1,start,ice,ice,ice,,,ice,endClosed,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,,,,,,,,,,,,,,gem,,boulder,,,hammer,,,hammer,,,boulder,,,,,,gem,,boulder,gem,,,,,,,,,,,,,,
195,195,11,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,gem,,,,gem,enemy,warp,heart,,,,boulder,gem,,,,enemy,warp,,,,,,,,,,,,,,,,
196,196,12,1,marsh,ice,ice,marsh,,,ice,start,ice,ice,,,ice,ice,endClosed,ice,,,marsh,ice,ice,marsh,,,,,,,,,,,,,,,gem,,,gem,,,,,sword,warp,,,warp,enemy,,,,,gem,,,gem,,,,,,,,,,,,,,
197,197,11,1,start,ice,endClosed,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,ice,ice,,,,,,,,,,,,,,,,boulder,,enemy,,,,gem,warp,gem,,,,gem,warp,gem,,,,heart,,gem,,,,,,,,,,,,,,
198,198,13,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,ice,endClosed,ice,,,ice,ice,ice,ice,,,,,,,,,,,,,,,,warp,,,,,,boulder,gem,gem,,,enemy,gem,,enemy,,,heart,,warp,heart,,,,,,,,,,,,,,
199,199,10,1,start,ice,ice,ice,,,ice,ice,ice,ice,,,ice,endClosed,ice,ice,,,ice,ice,ice,ice,,,,,,,,,,,,,,,,,warp,gem,,,warp,gem,,,,,boulder,,,gem,,,heart,boulder,enemy,hammer,,,,,,,,,,,,,,
200,200,13,1,start,ice,ice,marsh,,,ice,ice,endClosed,ice,,,ice,marsh,ice,ice,,,ice,ice,ice,marsh,,,,,,,,,,,,,,,,,,gem,,,gem,,,,,,enemy,gem,heart,,,,enemy,heart,,gem,,,,,,,,,,,,,,
201,201,14,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,endClosed,,,,,,,,,gem,gem,boulder,boulder,,boulder,boulder,gem,boulder,boulder,,gem,gem,gem,boulder,boulder,,gem,boulder,boulder,gem,gem,,gem,gem,gem,gem,,,,,,,,
202,202,19,1,start,grass,marsh,marsh,marsh,,marsh,grass,marsh,grass,marsh,,marsh,grass,endClosed,grass,ice,,marsh,grass,grass,grass,marsh,,marsh,marsh,marsh,marsh,marsh,,,,,,,,,boulder,,,,,hammer,boulder,,boulder,gem,,hammer,boulder,,boulder,,,,boulder,boulder,boulder,gem,,,,,,,,,,,,,
203,203,14,2,start,ice,marsh,ice,marsh,,ice,ice,ice,ice,ice,,marsh,ice,marsh,ice,marsh,,ice,ice,ice,ice,ice,,marsh,ice,marsh,ice,endClosed,,,,,,,,,gem,enemy,,enemy,,warp,gem,sword,gem,,,enemy,gem,enemy,gem,enemy,,,gem,sword,gem,warp,,enemy,gem,enemy,,,,,,,,,
204,204,21,2,start,grass,marsh,marsh,marsh,,grass,grass,marsh,marsh,marsh,,ice,ice,grass,marsh,marsh,,ice,ice,ice,grass,grass,,ice,ice,ice,grass,endClosed,,,,,,,,,boulder,gem,,,,,boulder,,sword,,,warp,,enemy,,warp,,,hammer,,boulder,boulder,,,,gem,boulder,,,,,,,,
205,205,24,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,endClosed,,,,,,,,,warp,,boulder,,,,,boulder,gem,boulder,,,boulder,gem,boulder,,,boulder,gem,boulder,,hammer,,hammer,boulder,,warp,,,,,,,,
206,206,23,2,start,grass,marsh,grass,grass,,grass,marsh,grass,grass,grass,,grass,marsh,grass,grass,grass,,grass,marsh,grass,grass,grass,,endClosed,grass,marsh,grass,grass,,,,,,,,,hammer,,boulder,gem,,,,boulder,gem,gem,,,,boulder,gem,,,enemy,,boulder,,,,,,,boulder,sword,,,,,,,
207,207,18,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,endClosed,,,,,,,,,,,gem,hammer,,,,gem,boulder,boulder,,,gem,warp,boulder,boulder,,gem,boulder,boulder,gem,gem,,warp,boulder,boulder,gem,,,,,,,,
208,208,11,2,start,grass,ice,ice,grass,,grass,ice,ice,ice,grass,,grass,ice,ice,ice,grass,,grass,ice,ice,ice,grass,,grass,ice,ice,ice,endClosed,,,,,,,,,,,,boulder,,sword,hammer,gem,enemy,boulder,,boulder,,,boulder,boulder,,boulder,,gem,,boulder,,boulder,,,enemy,,,,,,,,
